来源,分类,标题,详细提示词,来源链接,许可证,风险备注
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Lion Camel Ridge Dark Myth Scene,中式怪异，黑暗神秘风格融合中式美学，完美细节，多重管线渲染，完美建模。西游记背景，狮驼岭，千妖万怪，坐在左边巨大王座上的大象王重甲妖精，坐在中间巨大王座上的狮王重甲妖精，坐在右边巨大王座上大鹏鸟王重甲妖精。渺小的背对镜头孙悟空肩抗金箍棒步行前进，孙悟空身穿铠甲，近地仰拍镜头，长焦镜头，强烈阴影。极致细节刻画，多次修改，正确透视和主体线条，精致细节,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Lu Bu Boss Design Sheet,吕布游戏Boss设定，赤兔马方天画戟，暗黑进化形态双形态对比,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Lu Xun Morning Flowers Illustration,结合鲁迅的《朝花夕拾》里的内容，生成一副图片，要求图片背景符合《朝花夕拾》的意境，背景图可以使用蒙版，前景是 鲁迅的全身画像位于图片左侧或右侧,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Multi-Concept Battle Poster Set,"1、生成不知火舞和貂蝉的游戏对战海报图
2、生成一张K-pop团体时尚专辑封面
3、请你生成 《斗破苍穹》 的关键人物关系图
4、帮我截一张上传图片的抖音首页的女网红图",https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,可能包含品牌/IP引用
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Naturalist-Style Food Specimen Cross-Section,"一颗/一块/一枚【食物名称】，以博物学大师发现野外标本的方式解剖。
剖开、展开、固定——如同博物馆的珍贵藏品，
却以卡拉瓦乔为《国家地理》掌镜时的光线照亮。
每一个内部结构都以自身的材质真相发光。
截面锋利得近乎暴力。内部美丽得近乎神圣。
画面中呈现完整标本：
一半保持原状，展示【外表面描述：质感/颜色/纹理】；
另一半剖开至核心，【内部核心结构描述：最重要的1—2个内部视觉特征】清晰可见。
【补充1—2句该食物最具视觉张力的横截面细节描述】
背景：纯粹的黑丝绒。
【食物名称】悬浮其中，如同某件珍贵而危险的事物。
标注文字紧贴结构边缘，手写感衬线字体，绝不悬空飘浮。
画面包含以下标注，每处标注三行：第一行结构名称，第二行成分数据，第三行一句人话：
【结构01名称】
【成分／数据说明】
【这个结构在做什么，为什么重要】

【结构02名称】
【成分／数据说明】
【这个结构在做什么，为什么重要】
【结构03名称】
【成分／数据说明】
【这个结构在做什么，为什么重要】
【结构04名称】
【成分／数据说明】
【这个结构在做什么，为什么重要】
【结构05名称】
【成分／数据说明】
【这个结构在做什么，为什么重要】

【结构06名称】
【成分／数据说明】
【这个结构在做什么，为什么重要】
省略其他如果有继续保持这个格式
主标题，左上角，暖象牙白大写字体：
【食物名称】·解剖

斜体副标题紧随其下：
【一句揭示这种食物本质的话，不超过15字】

整体气质：奥杜邦博物插画×卡拉瓦乔光影×有史以来最美的科学摄影。
4K精度，标本照明，极致内部细节。
没有任何临床感，一切都鲜活。
写实风格，非示意图，非卡通，非简化图解。
每一种材质都有真实的物理质感：
粗糙的、光滑的、湿润的、干燥的、致密的、疏松的。",https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,New Chinese Minimalist Floral Illustration,"新中式极简东方美学 × 高端商业插画，主题一花一世界，
极简，克制，空灵，高级商业视觉，超现实东方意境，
画面干净通透，无灰雾、无脏色，

一朵巨大的荷花作为空间容器，从平静水面自然生长，轻微倾斜，构图优雅留白充足，

低饱和干净粉色，柔和胭脂调，花瓣半透明，轻盈通透，
哑光低对比，边缘柔化 + 轻微景深，

荷花内部为唯一视觉焦点：发光的3D微缩广州城市，包含：广州塔，珠江新城建筑群，猎德大桥，珠江水岸，少量岭南建筑，

城市超精细结构，真实材质，极高细节清晰度，城市高光是暖金色，城市阴影是冷青蓝，形成冷暖对比，

灯光通透有能量，局部高饱和但不泛滥，城市亮度明显高于荷花，

水面清澈极简平静，仅少量柔和涟漪，弱反射，

背景暖米白宣纸质感，无水墨、无笔触，大面积留白，
中心有极轻微光晕渐变，整体通透、不灰、不闷，

画面下方一艘极简小船，船上一位红衣渔女，极小比例，
静立仰望荷花，红色为唯一高纯度点缀，

整体光线通透、干净、有层次，无灰雾、无泛白，
高端CG商业插画，电影级真实光影，高动态范围，超精细，8K细节，ArtStation 级画质，强化分色，干净调色，青橙对比，暖高光冷暗部，仅城市灯光提亮饱和度，色调柔和通透，光影锐利明亮，无灰雾、无暗沉、无低饱和雾化。",https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Nezha Dark Fantasy Novel Cover,玄幻小说封面，哪吒三头六臂悬浮虚空，火焰莲台底座，暗黑史诗风,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Realistic Guanyin Portrait from Buddhist Texts,根据佛经对观音菩萨的形象描述，原原本本的还原一张真实的观音菩萨形象照片，皮肤与衣服接近真实，画质iPhone 15 pro,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,可能包含品牌/IP引用
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Retro Programming Museum Cartoon,"在计算机博物馆里,一个程序员在展厅中央,正在演示C语言编程,很多参观者在围观,屏幕上的代码清晰可见。旁边的牌子写着:古法编程,现场表演。2D卡通画风,16:9",https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Silhouette Universe Narrative Poster,"请根据【主题：xxx】自动生成一张高审美的“轮廓宇宙 / 收藏版叙事海报”风格作品。不要将画面局限于固定器物或常见容器，不要优先默认瓶子、沙漏、玻璃罩、怀表之类的常规载体，而是由 AI 根据主题自行判断并选择一个最契合、最有象征意义、轮廓最强、最适合承载完整叙事世界的主轮廓载体。这个主轮廓可以是器物、建筑、门、塔、拱门、穹顶、楼梯井、长廊、雕像、侧脸、眼睛、手掌、头骨、羽翼、面具、镜面、王座、圆环、裂缝、光幕、阴影、几何结构、空间切面、舞台框景、抽象符号或其他更有创意与主题代表性的视觉轮廓，要求合理布局。优先选择最能放大主题气质、最能形成强烈视觉记忆点、最能体现史诗感、神秘感、诗意感或设计感的轮廓，而不是最安全、最普通、最常见的容器。

画面的核心不是简单把世界装进某个物体里，而是让完整的主题世界自然生长在这个主轮廓之中、之内、之上、之边界里或与其结构融为一体，形成一种“主题宇宙依附于一个象征性轮廓展开”的高级叙事效果。主轮廓必须清晰、优雅、有辨识度，并在整体构图中占据核心地位。轮廓内部或边界中需要自动生成与主题强绑定的完整叙事世界，内容应当丰富、饱满、层次清晰，包括最能代表主题的标志性场景、核心建筑或空间结构、象征符号与隐喻元素、角色关系或文明痕迹、远景中景近景的空间递进、具有命运感和情绪张力的氛围层次，以及门、台阶、桥梁、水面、烟雾、路径、光源、遗迹、机械结构、自然景观、抽象形态、生物或道具等叙事细节。所有元素必须统一、自然、有主次、有层级地融合，像一个完整世界真实孕育在这个轮廓结构之中，而不是简单拼贴、裁切填充、素材堆叠或模板化背景。

整体构图需要具有强烈的收藏版海报气质与高级设计感，大结构稳定，主轮廓强烈明确，内部世界具有纵深、秩序和呼吸感，细节丰富但不拥挤，内容丰满但不杂乱，可以适度加入小比例人物剪影、远处建筑、光柱、门洞、桥、阶梯、回廊、倒影、天光或远景结构来增强尺度感、故事感与史诗感。整体画面要安静、宏大、凝练、富有余味，不要平均铺满，不要廉价热闹，不要无重点堆砌。

风格融合收藏版电影海报构图、高级叙事型视觉设计、梦幻水彩质感与纸张印刷品气质，强调纸张颗粒感、边缘飞白、水彩刷痕、轻微晕染、空气透视、柔和雾化、局部体积光、光雾穿透、大面积留白与克制版式，让画面看起来像设计师完成的高端收藏版视觉作品，而不是普通 AI 跑图。整体气质要高级、诗意、宏大、神圣、怀旧、安静、具有传说感和叙事感。

色彩由 AI 根据主题自动判断并匹配最合适的高级配色方案，但必须保持统一、克制、耐看、低饱和、高级，不要杂乱高饱和，不要廉价霓虹感，不要塑料数码感。配色可以围绕黑金灰、冷蓝灰、雾白灰、褐红米白、暗铜、旧纸色、深海蓝、暮色紫、银灰等体系自由变化，但必须始终服务主题，并保持海报级审美与整体和谐。

最终要求：第一眼有强烈的主题识别度和轮廓记忆点，第二眼有完整丰富的叙事世界，第三眼仍有细节和余味。轮廓选择必须具有创意和主题匹配度，尽量避免重复、保守、常见的容器套路，优先选择更有象征性、更有空间感、更有设计潜力的轮廓形式。不要普通背景拼接，不要生硬裁切，不要模板化奇幻素材，不要游戏宣传图感，不要过度卡通化，不要过度写实导致失去艺术感，不要形式大于内容。如果合适，可以自然加入低调克制的标题、编号、签名或落款，让它更像收藏版海报设计的一部分，但不要喧宾夺主。",https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Social App Match Success Screen,社交App匹配成功界面，两个用户资料卡碰撞爱心特效,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Su Daji Ancient-Style Glamour Portrait,苏妲己古风写真，红色纱衣半透，狐耳若隐若现，媚态撩人,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Subway Candid Phone Snapshot,"地铁上低头看手机的美丽女人，偷拍照片。

能免费试一次 ⬇️",https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Surreal Japanese Futuristic City Illustration,参考这张图的透视和风格，绘制一张更加精细的超高清插画，表现超现实主义的日式未来都市，要能看清很小的细节，包括街道上的传统文化游行的人，小巷里的黑帮，烟花巷的舞女，疲惫的社畜，楼房的窗户里也有各式各样的人物，学习的学生，吵架的夫妻，玩游戏的宅男，以及更多的发挥细节。讽刺现实拥挤中的无聊，都市繁华下的孤独，无意义的人生中又有一种病态的美感。画面要有极高的审美价值 ，不能因为拼内容而损失美和协调感，比例是9:16,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Tang Dynasty Chang'an Lantern Festival Panorama,唐代长安城元宵灯会全景，万盏花灯照亮夜空，工笔重彩长卷,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Tushan Yaya Fantasy Glamour Portrait,狐妖小红娘涂山雅雅写真大片，粉色九尾狐裘紧身裙，媚眼如丝，红唇微张，极致妖媚,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Vertical Artistic Portrait of a Young Eastern Woman,"9:16 竖向构图，单人女性艺术肖像，年轻东方女生，五官清秀，脸部线条柔和，皮肤自然通透，保留真实肌理，气质安静高级，带一点疏离感和故事感。
摄影棚风格与自然光融合，柔和侧光，面部有细腻高光，阴影轻柔，整体光线通透不刺眼，带轻微黑雾滤镜效果，微朦胧、微泛光、空气感强。
背景极简干净，奶油灰、米白、浅卡其或雾感暖灰色墙面，留有大面积负空间，整体画面简洁、有呼吸感。
模特坐在地面或低台上，一条腿自然弯曲，一条腿放松伸展，身体轻微前倾或侧倾，肩膀不对称，头部轻轻倾斜，动作自然松弛，不刻意摆拍。
表情平静克制，眼神柔和，略微疏离，带一点若有所思的情绪，嘴唇自然微张或轻闭，状态慵懒、安静、细腻。
发型为自然蓬松的长发，微凌乱碎发，发丝轻柔，有空气感和层次感，像刚整理过但保留自然随性感。
妆容为高级淡妆，韩系清透底妆，皮肤柔雾光泽，鼻梁与面颊有自然高光，眉形干净，眼妆淡雅但有神，睫毛纤长，唇色为低饱和玫瑰豆沙色或奶茶裸粉色。
服装为简约高级风：米白色紧身罗纹针织背心，外搭宽松白衬衫或柔软针织开衫，下装为高腰半裙或简约短裤，布料柔软贴合身形但不过分暴露，呈现自然身体线条与文艺感。
画面强调细腻质感、柔和色调、轻法式与韩系杂志感结合，真实摄影感，电影级肤色，细节丰富，层次分明，构图克制，高级审美，时尚 编辑人像，柔和的电影感人像，细腻的质感，超高细节，逼真，优雅，精致，高端时尚摄影，含蓄的性感，简洁的构图。",https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,Vertical Wuxia Heroine Portrait,"9:16 竖版，极致武侠风，绝美东方女侠，20岁出头，冷艳锐利丹凤眼，眉宇英气逼人，肤白如玉，长直黑发湿漉漉随狂风剧烈飞舞，几缕发丝贴在脸颊和颈侧，穿着湿透的深黑改良武侠劲装，外披宽袖玄色长袍，衣袍和长袖被风吹得剧烈飘扬翻飞，紧身劲装勾勒身材，腰束软剑带，足踏长靴，右手持一把古剑，剑身散发幽蓝剑气光芒，动态姿势：身体微侧回眸，衣袂猎猎，背景为月夜雨雾笼罩的竹林古道，巨大明月高悬，石板小径，古灯笼，薄雾雨丝，戏剧性冷月光与蓝光剑气结合，湿身水光效果，超强动态感，细腻布料褶皱、头发丝飘动、真实水珠反光，电影级光影，8k，masterpiece, best quality, ultra realistic, cinematic, dramatic atmosphere",https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,comparison,视觉品牌拆解图,请帮我生成一张视觉品牌拆解图，稍后我需要用来生成讲解的视频。,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/comparison.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,ecommerce,E-commerce Live Stream UI Mockup,"{
  ""type"": ""live stream UI mockup"",
  ""subject"": {
    ""description"": ""portrait of {argument name=""host name"" default=""Elon Musk""}, smiling, wearing a black t-shirt with a white technical schematic graphic"",
    ""background"": ""left side shows a screen with '{argument name=""left background logo"" default=""SPACEX""}' text, right side shows a red '{argument name=""right background logo"" default=""Tesla T logo""}' and a dark car""
  },
  ""ui_overlay"": {
    ""top_header"": {
      ""host_info"": ""avatar, name '{argument name=""host name"" default=""Elon Musk""}', subtext '55.6万本场点赞', red '关注' button"",
      ""rank_badge"": ""gold coin icon with '全站第1名'"",
      ""viewer_stats"": ""3 top viewer avatars with '12.3w', '8.6w', '5.7w', total '68.7万', 'X' close button"",
      ""right_links"": ""'更多直播 >', '礼物展馆 0/24' with blue '经典' tag""
    },
    ""mid_left_gifts"": {
      ""count"": 2,
      ""items"": [
        ""avatar '科技爱好者', '送小心心', heart icon x 1314"",
        ""avatar '星辰大海', '送火箭', rocket icon x 666""
      ]
    },
    ""bottom_left_chat"": {
      ""system_message"": ""level 37 badge '宇宙漫游者 加入了直播间'"",
      ""message_count"": 7,
      ""messages"": [
        ""小火箭: 马斯克!未来可期!🚀"",
        ""future: 特斯拉Model 2什么时候出?"",
        ""星空梦想家: SpaceX今年能上火星吗?"",
        ""AI探索者: Neuralink进展如何?"",
        ""帅气的网友: 马总好!"",
        ""Mars: 第一次来你的直播,超激动!"",
        ""用户123: 讲讲AI吧,会取代人类吗?""
      ]
    },
    ""bottom_right_product_card"": {
      ""hot_tag"": ""orange '热卖 x 1888'"",
      ""image"": ""Tesla Cybertruck"",
      ""title"": ""{argument name=""product name"" default=""特斯拉Cybertruck 电动皮卡""}"",
      ""price"": ""{argument name=""product price"" default=""¥ 1,618,000""}"",
      ""button"": ""red '抢' button"",
      ""floating_animation"": ""translucent hearts floating up the right edge""
    },
    ""bottom_bar"": {
      ""input_field"": ""'说点什么...'"",
      ""icons"": [""smiley face"", ""three dots"", ""shopping cart"", ""gift box"", ""share""]
    }
  }
}",https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/ecommerce.md,CC0 1.0,可能包含品牌/IP引用; 可能包含公众人物/肖像引用; 可能涉及Logo/标识
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,portrait,9:16 Cosplayer Portrait Screenshot,生成一张竖版手机截图风格的图片，整体比例接近 9:16。画面中心偏上是一位真人 coser，扮演（角色名称）的二次元角色。人物为写实风格，但五官略带动漫感，皮肤细腻，眼睛稍大，表情温柔地看向镜头，坐在室内的休闲场景中，例如咖啡厅或酒吧吧台前，背景有符合场景的道具。画面最上方加入手机系统状态栏 UI，包括时间、电量、信号、网络等图标，让整张图看起来像手机截图。画面底部叠加一块宽大的半透明 galgame 风格对话框，对话框左侧放一个与画面人物对应的动漫或 Q 版头像；对话框右侧排版文字：第一行用较大字体显示与前面相同的角色名字，下面一到两行显示一段适合这个角色人设的、温柔治愈风格的简体中文台词，由你自动创作。再在对话框下方加一条操作栏，仿照 galgame UI。整体风格高清、细节丰富、光线柔和、二次元与真人写真自然融合。,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/portrait.md,CC0 1.0,
EvoLinkAI/awesome-gpt-image-2-API-and-Prompts,portrait,AI Self-Perception Portrait,根据你对我的认知 给我生成一个“你认识的我”的 图片,https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts/blob/main/cases/portrait.md,CC0 1.0,
